id	north	south	east	west	high	low	name	scientific_name
10120	45.5899	45.5362	23.6324	23.5748	NULL	NULL	Oasa, Sugag, Romania	Romania, Sugag, Oasa
10121	59.3213	59.319	18.115	18.1123	10	0	Prince Eugens Waldemarsudde, Djurgården, Stockholm, Sweden	Sweden, Stockholm, Djurgården, Prince Eugens Waldemarsudde
10123	44.884	44.8671	-67.3745	-67.3937	NULL	NULL	Patrick Lake, Maine, USA	USA, Maine, Patrick Lake
10124	39.3983	39.0187	-94.4724	-94.9752	NULL	NULL	Platte Co, Missouri, USA	USA, Missouri, Platte Co
10125	44.3809	44.347	28.475	28.4425	NULL	NULL	Mihail Kogalniceanu, Constanta Co., Romania	Romania, Constanta Co., Mihail Kogalniceanu
10126	39.8253	39.8226	-84.9119	-84.9146	NULL	NULL	Earlham College, Richmond, Indiana, USA	USA, Indiana, Richmond, Earlham College
10127	35.5385	35.5358	-105.89	-105.892	NULL	NULL	Condesa Rd., Eldorado, Santa Fe, New Mexico, USA	USA, New Mexico, Santa Fe, Eldorado, Condesa Rd.
10129	47.1597	47.1315	-123.019	-123.086	NULL	NULL	Skookum Inlet, Mason Co., Washington, USA	USA, Washington, Mason Co., Skookum Inlet
10130	35.3483	35.1453	-97.1769	-97.5478	NULL	NULL	Norman, Oklahoma, USA	USA, Oklahoma, Norman
10131	41.0375	41.0082	-89.3918	-89.4213	NULL	NULL	Lacon, Illinois, USA	USA, Illinois, Lacon
10132	14.1835	14.1808	101.508	101.506	NULL	NULL	Khao Yai National Park, Thailand	Thailand, Khao Yai National Park
10133	-20.1684	-21.5005	15.3167	13.2678	NULL	NULL	north of the Brandberg, Namibia	Namibia, north of the Brandberg
10134	36.2304	35.1297	-92.0567	-94.4932	NULL	NULL	Wedington Wildlife Management Area, Ozark National Forest, Arkansas, USA	USA, Arkansas, Ozark National Forest, Wedington Wildlife Management Area
10136	38.9664	38.5341	-90.1113	-90.9645	NULL	NULL	St. Charles Co, Missouri, USA	USA, Missouri, St. Charles Co
10137	55.5847	55.5454	36.7335	36.672	NULL	NULL	Kubinka, Odintsovsky District, Moscow Oblast, Russia	Russia, Moscow Oblast, Odintsovsky District, Kubinka
10138	37.0941	36.9819	-7.89546	-8.08651	NULL	NULL	Faro, Portugal	Portugal, Faro
10139	39.1718	36.3734	-22.1868	-28.4424	NULL	NULL	Azores, Portugal	Portugal, Azores
10140	41.6266	41.6099	-87.2569	-87.2889	NULL	NULL	Marquette Beach, Gary, Indiana, USA	USA, Indiana, Gary, Marquette Beach
10141	34.267	34.1472	-77.7868	-77.9563	NULL	NULL	Wilmington, North Carolina, USA	USA, North Carolina, Wilmington
10142	36.2981	35.8123	-93.8564	-94.5208	NULL	NULL	Washington Co., Arkansas, USA	USA, Arkansas, Washington Co.
10143	39.9459	39.9383	9.54107	9.53517	NULL	NULL	Arzana, Sardinia, Italy	Italy, Sardinia, Arzana
10144	50.3336	50.3247	-122.775	-122.798	NULL	NULL	alluvial forest on the eastern bank of the Lillooet River, W of Mount Currie, E of Pemberton, British Columbia, Canada	Canada, British Columbia, E of Pemberton, W of Mount Currie, alluvial forest on the eastern bank of the Lillooet River
10145	43.2344	43.2054	-85.5342	-85.5743	NULL	NULL	Cedar Springs, Michigan, USA	USA, Michigan, Cedar Springs
10146	50.2946	50.242	-122.843	-122.871	NULL	NULL	Edgewater N of Whistler, between Whistler and Pemberton, British Columbia, Canada	Canada, British Columbia, between Whistler and Pemberton, Edgewater N of Whistler
10147	24.6573	23.8303	103.819	103.062	1422	1421	Mile, Yunnan province, China	China, Yunnan province, Mile
10148	49.1864	49.1802	-117.281	-117.3	NULL	NULL	Salmo Pass, British Columbia, Canada	Canada, British Columbia, Salmo Pass
10149	49.6906	49.6761	-116.801	-116.833	NULL	NULL	Crawford Bay, British Columbia, Canada	Canada, British Columbia, Crawford Bay
10150	41.0641	41.0409	-74.3265	-74.3574	NULL	NULL	Norvin Green State Park, Passaic Co., New Jersey, USA	USA, New Jersey, Passaic Co., Norvin Green State Park
10151	45.9722	45.971	9.95187	9.9497	NULL	NULL	Spiazzi di Boario, Spiazzi, Italy	Italy, Spiazzi, Spiazzi di Boario
10152	37.7947	37.792	-111.413	-111.416	NULL	NULL	Calf Creek Campground, Garfield Co, Utah, USA	USA, Utah, Garfield Co, Calf Creek Campground
10153	45.253	45.2516	-81.6618	-81.6638	NULL	NULL	Tobermory, Ontario, Canada	Canada, Ontario, Tobermory
10154	47.0828	47.0808	15.4579	15.4546	NULL	NULL	Botanisches Institut, Graz, Bezirk Graz, Styria, Austria	Austria, Styria, Bezirk Graz, Graz, Botanisches Institut
10155	46.8579	46.8426	15.5142	15.4822	NULL	NULL	Lechenberg, Bezirk Leibnitz, Styria, Austria	Austria, Styria, Bezirk Leibnitz, Lechenberg
10156	41.5389	41.4327	-72.2126	-72.3229	NULL	NULL	Salem, Connecticut, USA	USA, Connecticut, Salem
10157	36.0015	35.9988	-118.133	-118.139	NULL	NULL	Kennedy Meadows, California, USA	USA, California, Kennedy Meadows
10158	29.9779	29.9733	-82.6442	-82.6513	30	20	12.5 miles south of Lake City, Florida, USA	USA, Florida, 12.5 miles south of Lake City
10159	43.45	43.4351	-75.1558	-75.2232	NULL	NULL	Forestport, New York, USA	USA, New York, Forestport
10160	46.1241	46.1214	-121.779	-121.782	NULL	NULL	Tillicum Camp Ground, Gifford Pinchot National Forest, Skamania Co., Washington, USA	USA, Washington, Skamania Co., Gifford Pinchot National Forest, Tillicum Camp Ground
10161	23.6168	23.083	104.982	104.374	NULL	NULL	Xichou, Yunnan province, China	China, Yunnan province, Xichou
10162	11.9776	11.9558	75.316	75.284	NULL	NULL	Madaipara, Kannur District, Kerala, India	India, Kerala, Kannur District, Madaipara
10163	41.5652	41.4636	-87.22	-87.3175	NULL	NULL	Hobart, Indiana, USA	USA, Indiana, Hobart
10164	39.0137	38.4092	-77.5309	-78.1309	NULL	NULL	Fauquier Co., Virginia, USA	USA, Virginia, Fauquier Co.
10165	47.7483	47.7028	16.5077	16.4267	NULL	NULL	Zemendorf, Draßburger Wald, Bezirk Mattersburg, Burgenland, Austria	Austria, Burgenland, Bezirk Mattersburg, Draßburger Wald, Zemendorf
10166	47.884	47.7937	16.5852	16.4836	NULL	NULL	Zechmeisterkreuz, Kleinhöflein, Bezirk Eisenstadt, Burgenland, Austria	Austria, Burgenland, Bezirk Eisenstadt, Kleinhöflein, Zechmeisterkreuz
10167	47.6028	47.5878	16.4082	16.3762	NULL	NULL	Waldsauerbrunn, Kobersdorf, Bezirk Oberpullendorf, Burgenland, Austria	Austria, Burgenland, Bezirk Oberpullendorf, Kobersdorf, Waldsauerbrunn
10168	47.6028	47.5878	16.4082	16.3762	NULL	NULL	Vorderer Grenzgraben, Kobersdorf, Bezirk Oberpullendorf, Burgenland, Austria	Austria, Burgenland, Bezirk Oberpullendorf, Kobersdorf, Vorderer Grenzgraben
10169	47.7697	47.7547	16.468	16.436	NULL	NULL	Schopfenwald, Zemendorf, Bezirk Mattersburg, Burgenland, Austria	Austria, Burgenland, Bezirk Mattersburg, Zemendorf, Schopfenwald
10170	47.7697	47.7547	16.468	16.436	NULL	NULL	Rinselbachau, Zemendorf, Bezirk Mattersburg, Burgenland, Austria	Austria, Burgenland, Bezirk Mattersburg, Zemendorf, Rinselbachau
10171	47.4998	47.4847	16.371	16.339	NULL	NULL	Straße nach Schwendgraben, Oberrabnitz, Bezirk Oberpullendorf, Burgenland, Austria	Austria, Burgenland, Bezirk Oberpullendorf, Oberrabnitz, Straße nach Schwendgraben
10172	47.5122	47.5098	16.5054	16.4998	NULL	NULL	Mitterwald, Stoob, Bezirk Oberpullendorf, Burgenland, Austria	Austria, Burgenland, Bezirk Oberpullendorf, Stoob, Mitterwald
10173	47.4549	47.4398	16.3154	16.2834	NULL	NULL	Kogl bei Pilgersdorf, Bezirk Oberwart, Burgenland, Austria	Austria, Burgenland, Bezirk Oberwart, Kogl bei Pilgersdorf
10174	47.884	47.7937	16.5852	16.4836	NULL	NULL	Höllingberg, Kleinhöflein, Bezirk Eisenstadt, Burgenland, Austria	Austria, Burgenland, Bezirk Eisenstadt, Kleinhöflein, Höllingberg
10175	52.4748	52.4612	-116.065	-116.097	NULL	NULL	Nordegg, Alberta, Canada	Canada, Alberta, Nordegg
10176	49.2833	48.9967	-110	-114.312	NULL	NULL	Westcastle, Alberta, Canada	Canada, Alberta, Westcastle
10177	46.0168	46.0134	10.1538	10.1449	NULL	NULL	Schilpario, Italy	Italy, Schilpario
10178	52.4018	52.3763	-116.301	-116.386	NULL	NULL	Crescent Falls, Alberta, Canada	Canada, Alberta, Crescent Falls
10179	45.4724	45.3788	-93.9223	-94.1068	NULL	NULL	Clear Lake, Wright Co., Minnesota, USA	USA, Minnesota, Wright Co., Clear Lake
10180	35.028	34.9965	-82.6665	-82.7361	NULL	NULL	near Table Rock State Park, Pickens Co., South Carolina, USA	USA, South Carolina, Pickens Co., near Table Rock State Park
10181	42.1538	42.0754	-88.0031	-88.095	NULL	NULL	Crab Tree Nature Center, Palatine, Illinois, USA	USA, Illinois, Palatine, Crab Tree Nature Center
10182	20.6681	20.634	-98.636	-98.6728	NULL	NULL	Zacualtipan, Hidalgo, Mexico	Mexico, Hidalgo, Zacualtipan
10183	46.1078	46.0731	9.11298	9.0819	NULL	NULL	San Lucio, Italy	Italy, San Lucio
10184	44.4774	44.4707	8.48186	8.47169	NULL	NULL	Sassello, Italy	Italy, Sassello
10185	44.8972	44.8361	-67.4421	-67.4738	NULL	NULL	Rocky Lake, Washington Co, Maine, USA	USA, Maine, Washington Co, Rocky Lake
10186	37.8506	37.8334	-107.872	-107.885	NULL	NULL	Galloping Goose Trail, Telluride, Colorado, USA	USA, Colorado, Telluride, Galloping Goose Trail
10187	37.8326	37.815	-107.876	-107.895	NULL	NULL	Trout Lake, San Juan Co., Colorado, USA	USA, Colorado, San Juan Co., Trout Lake
10188	35.7372	35.7149	-84.8454	-84.8737	NULL	NULL	Piney Falls State Natural Area, Grandview, Tennessee, USA	USA, Tennessee, Grandview, Piney Falls State Natural Area
10189	-18.0451	-18.0625	-63.4086	-63.4447	NULL	NULL	Champibol, Jorochito, El Torno Municipality, Andrés Ibáñez Province, Santa Cruz Department, Bolivia	Bolivia, Santa Cruz Department, Andrés Ibáñez Province, El Torno Municipality, Jorochito, Champibol
10190	37.9125	37.8941	-107.888	-107.903	NULL	NULL	South Fork Rd., Uncompaghre National Forest, San Juan Co., Colorado, USA	USA, Colorado, San Juan Co., Uncompaghre National Forest, South Fork Rd.
10191	37.8975	37.8797	-107.756	-107.769	NULL	NULL	Blue Lake, Bridal Veil Basin, Telluride, Colorado, USA	USA, Colorado, Telluride, Bridal Veil Basin, Blue Lake
10192	37.8993	37.8975	-107.766	-107.768	NULL	NULL	Trail below Blue Lake, Bridal Veil Basin, Telluride, Colorado, USA	USA, Colorado, Telluride, Bridal Veil Basin, Trail below Blue Lake
10193	37.8865	37.8797	-108.052	-108.063	NULL	NULL	Woods Lake, San Juan Co., Colorado, USA	USA, Colorado, San Juan Co., Woods Lake
10194	61.1895	61.1848	-149.793	-149.806	NULL	NULL	University Lake, Anchorage, Alaska, USA	USA, Alaska, Anchorage, University Lake
10195	60.9425	60.9417	-149.168	-149.169	NULL	NULL	Chair 5, Girdwood, Alaska, USA	USA, Alaska, Girdwood, Chair 5
10196	60.9388	60.9378	-149.169	-149.171	NULL	NULL	Community Center, Girdwood, Alaska, USA	USA, Alaska, Girdwood, Community Center
10197	60.9988	60.9913	-149.071	-149.089	NULL	NULL	Winner Creek Gorge, Crow Creek Rd., Girdwood, Alaska, USA	USA, Alaska, Girdwood, Crow Creek Rd., Winner Creek Gorge
10198	60.4933	60.4927	-149.754	-149.757	NULL	NULL	Broadview Field Station, Cooper Landing, Kenai Peninsula, Alaska, USA	USA, Alaska, Kenai Peninsula, Cooper Landing, Broadview Field Station
10199	60.9737	60.9701	-149.1	-149.107	NULL	NULL	Northface Road Trails, Girdwood, Alaska, USA	USA, Alaska, Girdwood, Northface Road Trails
10200	60.8995	60.8759	-149.459	-149.51	NULL	NULL	Coeur d'Alene Campground, Chugach National Forest, Kenai Peninsula, Alaska, USA	USA, Alaska, Kenai Peninsula, Chugach National Forest, Coeur d'Alene Campground
10201	60.8701	60.8485	-149.585	-149.642	NULL	NULL	Resurrection Pass Trailhead, Chugach National Forest, Kenai Peninsula, Alaska, USA	USA, Alaska, Kenai Peninsula, Chugach National Forest, Resurrection Pass Trailhead
10202	60.3306	60.3269	-149.358	-149.369	NULL	NULL	Primrose Spur Rd., Seward, Kenai Peninsula, Alaska, USA	USA, Alaska, Kenai Peninsula, Seward, Primrose Spur Rd.
10203	60.5077	60.4967	-149.658	-149.682	NULL	NULL	Crescent Creek Campground, Cooper Landing, Kenai Peninsula, Alaska, USA	USA, Alaska, Kenai Peninsula, Cooper Landing, Crescent Creek Campground
10204	60.4792	60.4765	-149.725	-149.728	NULL	NULL	Quartz Creek Campground, Cooper Landing, Kenai Peninsula, Alaska, USA	USA, Alaska, Kenai Peninsula, Cooper Landing, Quartz Creek Campground
10205	60.4754	60.4501	-149.97	-149.992	NULL	NULL	Russian River, Cooper Landing, Kenai Peninsula, Alaska, USA	USA, Alaska, Kenai Peninsula, Cooper Landing, Russian River
10206	60.1918	60.1796	-149.635	-149.697	NULL	NULL	Harding Icefield Trail, Kenai Fjords National Park, Seward, Kenai Peninsula, Alaska, USA	USA, Alaska, Kenai Peninsula, Seward, Kenai Fjords National Park, Harding Icefield Trail
10207	60.9161	60.9157	-149.626	-149.628	NULL	NULL	Post Office, Hope, Kenai Peninsula, Alaska, USA	USA, Alaska, Kenai Peninsula, Hope, Post Office
10208	60.9177	60.7839	-149.532	-149.625	NULL	NULL	Palmer Creek Rd., Kenai Peninsula, Alaska, USA	USA, Alaska, Kenai Peninsula, Palmer Creek Rd.
10209	53.0671	52.7876	70.6563	70.1304	NULL	NULL	Borovoye National Park, Akmola District, Kazakhstan	Kazakhstan, Akmola District, Borovoye National Park
10210	46.1025	46.0657	-121.763	-121.805	NULL	NULL	Berry Field Access, Gifford Pinchot National Forest, Skamania Co., Washington, USA	USA, Washington, Skamania Co., Gifford Pinchot National Forest, Berry Field Access
10211	42.0629	41.9985	-78.6292	-78.7167	NULL	NULL	Allegany State Park, Limestone, Cattaraugus Co., New York, USA	USA, New York, Cattaraugus Co., Limestone, Allegany State Park
10212	43.7212	43.7027	7.28401	7.26521	NULL	NULL	Cemenelum ruins, Cimiez, Nice, France	France, Nice, Cimiez, Cemenelum ruins
10213	61.1053	61.1013	-149.628	-149.656	NULL	NULL	Peak 2, Anchorage, Alaska, USA	USA, Alaska, Anchorage, Peak 2
10214	42.2853	42.2852	-81.8665	-81.8655	NULL	NULL	Rondeau Provincial Park, Morpeth, Ontario, Canada	Canada, Ontario, Morpeth, Rondeau Provincial Park
10215	44.368	44.3347	9.24716	9.1786	NULL	NULL	Portofino Park, Rapallo, Italy	Italy, Rapallo, Portofino Park
10216	43.5244	43.514	7.07082	7.03149	NULL	NULL	Île Sainte-Marguerite National Forest, France	France, Île Sainte-Marguerite National Forest
10217	44.2057	44.2026	10.1725	10.1664	NULL	NULL	Lunigiana, Italy	Italy, Lunigiana
10218	47.531	47.2582	-70.4259	-70.8789	NULL	NULL	Baie-Saint-Paul, Charlevoix, Quebec, Canada	Canada, Quebec, Charlevoix, Baie-Saint-Paul
10219	52.4758	52.4702	-116.147	-116.154	NULL	NULL	Goldeye Centre, Nordegg, Alberta, Canada	Canada, Alberta, Nordegg, Goldeye Centre
10220	32.7396	32.7324	-117.146	-117.156	NULL	NULL	San Diego Zoo, San Diego, California, USA	USA, California, San Diego, San Diego Zoo
10221	38.6291	38.6105	-119.948	-119.975	NULL	NULL	near Granite Lake, Mokelumne Wilderness, Alpine Co., California, USA	USA, California, Alpine Co., Mokelumne Wilderness, near Granite Lake
10222	33.4177	33.3885	-116.032	-116.065	NULL	NULL	Desert Shores, California, USA	USA, California, Desert Shores
10223	38.0541	38.0249	-75.6137	-75.6619	NULL	NULL	Hickory Point Natural Area, Worchester Co., Maryland, USA	USA, Maryland, Worchester Co., Hickory Point Natural Area
10224	43.6573	43.646	-88.575	-88.5843	NULL	NULL	Oakfield Ledge State Natural Area, Wisconsin, USA	USA, Wisconsin, Oakfield Ledge State Natural Area
10225	25.1845	25.0338	-80.3499	-80.5013	NULL	NULL	Key Largo, Monroe Co., Florida, USA	USA, Florida, Monroe Co., Key Largo
10226	39.1135	38.7872	-119.447	-119.646	NULL	NULL	Pine Nut Mountains, Douglas Co., Nevada, USA	USA, Nevada, Douglas Co., Pine Nut Mountains
10227	45.4263	45.3975	-94.0119	-94.0611	NULL	NULL	Clearwater, Minnesota, USA	USA, Minnesota, Clearwater
10228	25.2873	25.2846	-80.3027	-80.3055	NULL	NULL	junction near Card Sound Bridge, north Key Largo, Monroe Co., Florida, USA	USA, Florida, Monroe Co., north Key Largo, junction near Card Sound Bridge
10229	-3.44132	-3.44397	-72.8482	-72.851	NULL	NULL	Explorama Lodge, near Indiana, Loreto, Peru	Peru, Loreto, near Indiana, Explorama Lodge
10230	48.2523	48.2417	8.38214	8.35324	740	300	Schiltach, Baden Würtenberg, Germany	Germany, Baden Würtenberg, Schiltach
10231	56.5963	56.0694	37.1042	36.0933	NULL	NULL	Klinsky District, Moscow Oblast, Russia	Russia, Moscow Oblast, Klinsky District
10232	46.3487	45.7739	-93.7639	-94.6535	NULL	NULL	Morrison Co., Minnesota, USA	USA, Minnesota, Morrison Co.
10233	40.9574	40.9431	-76.3531	-76.3732	NULL	NULL	Fisher Run, Pennsylvania, USA	USA, Pennsylvania, Fisher Run
10234	45.6493	45.6137	-77.0502	-77.0864	NULL	NULL	Shaw Woods, Renfrew Co., Ontario, Canada	Canada, Ontario, Renfrew Co., Shaw Woods
10236	36.1488	35.9902	-94.0268	-94.2981	NULL	NULL	Fayetteville, Arkansas, USA	USA, Arkansas, Fayetteville
10237	36.0725	36.0617	-94.1679	-94.1839	NULL	NULL	University of Arkansas, Fayetteville, Arkansas, USA	USA, Arkansas, Fayetteville, University of Arkansas
10238	40.0519	40.0475	-82.8844	-82.8884	NULL	NULL	Academy Park, Gahanna, Ohio, USA	USA, Ohio, Gahanna, Academy Park
10239	25.2815	24.507	103.495	102.977	NULL	NULL	Yiliang, Yunnan, China	China, Yunnan, Yiliang
10240	60.6127	60.4597	-150.588	-151.014	NULL	NULL	Sterling, Alaska, USA	USA, Alaska, Sterling
10241	42.1117	42.0951	-73.5341	-73.5661	NULL	NULL	Copake, New York, USA	USA, New York, Copake
10242	60.4811	60.4518	-145.313	-145.37	NULL	NULL	Pipeline Lakes Trail, Cordova, Alaska, USA	USA, Alaska, Cordova, Pipeline Lakes Trail
10243	40.4805	40.4749	17.9284	17.9205	NULL	NULL	Tenute Al Bano, Cellino San Marco, Italy	Italy, Cellino San Marco, Tenute Al Bano
10244	47.7128	47.7083	-122.334	-122.345	NULL	NULL	Evergreen Washelli Memorial Park (Washelli Side), Seattle, Washington, USA	USA, Washington, Seattle, Evergreen Washelli Memorial Park (Washelli Side)
10245	-1.01081	-1.05356	29.7864	29.7324	NULL	NULL	Bwindi Impenetrable Forest, near Ruhija, Uganda	Uganda, near Ruhija, Bwindi Impenetrable Forest
10246	42.1516	41.9986	-78.6228	-78.9446	NULL	NULL	Allegany State Park, Cold Spring, Cattaraugus Co., New York, USA	USA, New York, Cattaraugus Co., Cold Spring, Allegany State Park
10247	40.6592	40.6395	17.1248	17.0924	NULL	NULL	Parco Naturale Regionale Terra delle Gravine, Taranto, Italy	Italy, Taranto, Parco Naturale Regionale Terra delle Gravine
10248	40.483	40.4693	17.6122	17.5999	NULL	NULL	Pineta Laurito, Oria, Italy	Italy, Oria, Pineta Laurito
10249	40.6573	40.6422	17.2234	17.1964	NULL	NULL	Parco Comunale della Pianelle, Martina Franka, Crispiano, Italy	Italy, Crispiano, Martina Franka, Parco Comunale della Pianelle
10250	25.686	25.6833	100.166	100.164	NULL	NULL	Dali, Yunnan, China	China, Yunnan, Dali
10251	25.686	25.6833	100.166	100.164	NULL	NULL	Miaopu, Dali, Yunnan, China	China, Yunnan, Dali, Miaopu
10252	48.9134	48.8227	-114.108	-114.208	NULL	NULL	Bowman Lake, Glacier National Park, Montana, USA	USA, Montana, Glacier National Park, Bowman Lake
10253	53.6297	30.9237	-58.1564	-105.551	NULL	NULL	Rondeau Provincial Park,Morpeth,Ontario,Canada	Canada, Ontario, Morpeth, Rondeau Provincial Park
10254	47.1597	47.1315	-123.019	-123.086	NULL	NULL	Little Skookum, Mason Co., Washington, USA	USA, Washington, Mason Co., Little Skookum
10255	45.4143	45.4116	-75.6873	-75.69	NULL	NULL	Canadian Museum of Nature, Ottawa, Ontario, Canada	Canada, Ontario, Ottawa, Canadian Museum of Nature
10257	41.5182	41.5155	-87.0647	-87.0673	NULL	NULL	Rogers Lakewood Park, Porter Co., Valparaiso, Indiana, USA	USA, Indiana, Valparaiso, Porter Co., Rogers Lakewood Park
10259	51.8774	51.8764	-120.031	-120.033	NULL	NULL	Are Falls, Clearwater Valley, Wells Gray Provincial Park, British Columbia, Canada	Canada, British Columbia, Wells Gray Provincial Park, Clearwater Valley, Are Falls
10260	47.428	45.8708	-120.392	-121.894	3000	NULL	Indian Creek Campground, Washington, USA	USA, Washington, Indian Creek Campground
10262	-3.44056	-3.44372	-72.8482	-72.8511	NULL	NULL	Explorama Lodge, Loreto, Peru	Peru, Loreto, Explorama Lodge
10263	51.8809	51.8399	-120.029	-120.069	NULL	NULL	Canyonlands, Wells Gray Provincial Park, British Columbia, Canada	Canada, British Columbia, Wells Gray Provincial Park, Canyonlands
10264	35.2727	35.2215	-75.5154	-75.6358	NULL	NULL	Buxton Woods, Cape Hatteras National Seashore, Dare Co., North Carolina, USA	USA, North Carolina, Dare Co., Cape Hatteras National Seashore, Buxton Woods
10265	51.9274	51.8918	-119.868	-119.914	NULL	NULL	Fight Lake, Wells Gray Provincial Park, British Columbia, Canada	Canada, British Columbia, Wells Gray Provincial Park, Fight Lake
10266	51.9639	51.9528	-120.132	-120.184	NULL	NULL	Helmcken Brink Trail, Wells Gray Provincial Park, British Columbia, Canada	Canada, British Columbia, Wells Gray Provincial Park, Helmcken Brink Trail
10267	51.9631	51.9533	-120.177	-120.192	NULL	NULL	Helmcken Falls, Wells Gray Provincial Park, British Columbia, Canada	Canada, British Columbia, Wells Gray Provincial Park, Helmcken Falls
10268	40.4188	40.4157	-74.4423	-74.4457	NULL	NULL	Joyce Kilmer Service Area, East Brunswick Twp., Middlesex Co., New Jersey, USA	USA, New Jersey, Middlesex Co., East Brunswick Twp., Joyce Kilmer Service Area
10269	35.6478	35.6297	-83.3564	-83.3885	NULL	NULL	near Charlies Bunion, Great Smoky Mountains National Park, Swain Co., North Carolina, USA	USA, North Carolina, Swain Co., Great Smoky Mountains National Park, near Charlies Bunion
10270	-3.43793	-3.45038	-72.8441	-72.8565	NULL	NULL	near Explorama Lodge, Loreto, Peru	Peru, Loreto, near Explorama Lodge
10271	35.6644	35.6463	-83.2933	-83.3253	NULL	NULL	near Pecks Corner, Great Smoky Mountains National Park, Swain Co., North Carolina, USA	USA, North Carolina, Swain Co., Great Smoky Mountains National Park, near Pecks Corner
10273	51.7558	51.7476	-120.004	-120.012	NULL	NULL	Shaden, Wells Gray Provincial Park, British Columbia, Canada	Canada, British Columbia, Wells Gray Provincial Park, Shaden
10274	43.6167	41.9932	-120.879	-122.29	NULL	NULL	Klamath Co., Oregon, USA	USA, Oregon, Klamath Co.
10275	44.0475	44.0433	-90.0183	-90.0216	NULL	NULL	Petenwell Rock, Wisconsin, USA	USA, Wisconsin, Petenwell Rock
10276	-3.24413	-3.25471	-72.9025	-72.9152	NULL	NULL	ACTS Canopy Walkway, Loreto, Peru	Peru, Loreto, ACTS Canopy Walkway
10277	-3.25719	-3.25938	-72.9152	-72.9179	NULL	NULL	Napo Lodge, Loreto, Peru	Peru, Loreto, Napo Lodge
10278	-13.1552	-13.174	-72.5331	-72.5494	NULL	NULL	Machu Picchu, Cusco, Peru	Peru, Cusco, Machu Picchu
10279	-3.50672	-3.5112	-73.0608	-73.0657	NULL	NULL	Ceiba Tops Lodge, Loreto, Peru	Peru, Loreto, Ceiba Tops Lodge
10280	33.842	33.7524	-80.6652	-80.8649	NULL	NULL	Congaree National Park, Richland Co., South Carolina, USA	USA, South Carolina, Richland Co., Congaree National Park
10281	34.1126	34.0796	-81.105	-81.1503	NULL	NULL	Harbison State Forest, Richland Co., South Carolina, USA	USA, South Carolina, Richland Co., Harbison State Forest
10282	34.157	34.1431	-79.1873	-79.205	NULL	NULL	Little Pee Dee Heritage Preserve, South Carolina, USA	USA, South Carolina, Little Pee Dee Heritage Preserve
10283	33.9904	33.9121	-83.9514	-84.0463	NULL	NULL	Lawrencville, Georgia, USA	USA, Georgia, Lawrencville
10284	34.024	33.9583	-81.0481	-81.1385	NULL	NULL	West Columbia, South Carolina, USA	USA, South Carolina, West Columbia
10285	33.8635	33.853	-81.2328	-81.2397	NULL	NULL	Shealey's Pond Heritage Preserve, Lexington Co., South Carolina, USA	USA, South Carolina, Lexington Co., Shealey's Pond Heritage Preserve
10286	33.7678	33.7448	-80.7001	-80.7343	NULL	NULL	Congaree Bluffs Heritage Preserve, Calhoun Co., South Carolina, USA	USA, South Carolina, Calhoun Co., Congaree Bluffs Heritage Preserve
10287	35.2448	35.2253	-82.2551	-82.2911	NULL	NULL	Warrior Mountain, Tryon, North Carolina, USA	USA, North Carolina, Tryon, Warrior Mountain
10288	35.3844	35.3488	-82.743	-82.7806	NULL	NULL	Pink Beds Trail, Pisgah National Forest, North Carolina, USA	USA, North Carolina, Pisgah National Forest, Pink Beds Trail
10289	33.9562	33.9296	-81.017	-81.0469	NULL	NULL	Congaree Creek Heritage Preserve, Cayce, South Carolina, USA	USA, South Carolina, Cayce, Congaree Creek Heritage Preserve
10290	25.494	25.4709	-80.4738	-80.506	NULL	NULL	Homestead, Florida, USA	USA, Florida, Homestead
10291	25.561	25.5574	-80.4457	-80.4537	NULL	NULL	Castellow Hammock Park, Homestead, Miami-Dade Co., Florida, USA	USA, Florida, Miami-Dade Co., Homestead, Castellow Hammock Park
10292	25.4879	25.4842	-80.5119	-80.515	NULL	NULL	Fuchs Hammock Preserve, Homestead, Miami-Dade Co., Florida, USA	USA, Florida, Miami-Dade Co., Homestead, Fuchs Hammock Preserve
10293	25.5195	25.5175	-80.4431	-80.4452	NULL	NULL	Hattie Bauer Hammock, Homestead, Miami-Dade Co., Florida, USA	USA, Florida, Miami-Dade Co., Homestead, Hattie Bauer Hammock
10294	38.5036	38.4998	-119.26	-119.264	NULL	NULL	Aspen camp, Sweetwater Mountains, Lyon Co., Nevada, USA	USA, Nevada, Lyon Co., Sweetwater Mountains, Aspen camp
10295	29.6241	29.6205	-103.114	-103.142	NULL	NULL	Dog Canyon Trail, Big Bend National Park, Texas, USA	USA, Texas, Big Bend National Park, Dog Canyon Trail
10296	33.8349	33.8188	-81.1798	-81.202	NULL	NULL	Peachtree Rock Heritage Preserve, Lexington Co., South Carolina, USA	USA, South Carolina, Lexington Co., Peachtree Rock Heritage Preserve
10297	33.6973	33.6861	-82.1486	-82.1665	NULL	NULL	Stevens Creek Heritage Preserve, McCormick Co., South Carolina, USA	USA, South Carolina, McCormick Co., Stevens Creek Heritage Preserve
10298	27.2039	27.1003	-81.3422	-81.3842	NULL	NULL	Archbold Biological Station, Venus, Florida, USA	USA, Florida, Venus, Archbold Biological Station
10299	37.0002	35.9306	-105.53	-107.627	NULL	NULL	Jemez Mountains, Rio Arriba Co., New Mexico, USA	USA, New Mexico, Rio Arriba Co., Jemez Mountains
